NIE,est_nomb_sexo,opcion_nombre,gra_nombre,sede_codigo,sede_nombre,sede_nomb_depto,sede_nomb_mun,sede_sector,sede_zona,realista,cientifico,artistico,social,emprendedor,oficina,LUGAR1,LUGAR2,LUGAR3,LUGAR4,LUGAR5,LUGAR6,codigo_ocupacional,Grupo_Ocupacional_1,Grupo_Ocupacional_2,Grupo_Ocupacional_3,Grupo_Ocupacional_4,secc_codigo
3565691,Mujer,---,SEGUNDO AÑO,14795,"INSTITUTO NACIONAL ""DE LA LAGUNA""",CHALATENANGO,LA LAGUNA,CED_OFI,Urbana,3,10,5,12,18,16,Emprendedor,Oficina,Social,Científico,Artístico,Realista,Emprendedor-Oficina,Comercial,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Educación y Cultura,A
19815966,Mujer,---,SEGUNDO AÑO,14795,"INSTITUTO NACIONAL ""DE LA LAGUNA""",CHALATENANGO,LA LAGUNA,CED_OFI,Urbana,22,29,23,26,31,31,Emprendedor,Oficina,Científico,Social,Artístico,Realista,Emprendedor-Oficina,Comercial,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Educación y Cultura,A
3565666,Hombre,---,SEGUNDO AÑO,14795,"INSTITUTO NACIONAL ""DE LA LAGUNA""",CHALATENANGO,LA LAGUNA,CED_OFI,Urbana,19,14,13,20,17,15,Social,Realista,Emprendedor,Oficina,Científico,Artístico,Social-Realista,Servicios Sociales,Oficio ,Educación y Cultura,---,A
3565502,Mujer,---,SEGUNDO AÑO,14795,"INSTITUTO NACIONAL ""DE LA LAGUNA""",CHALATENANGO,LA LAGUNA,CED_OFI,Urbana,20,25,23,32,29,23,Social,Emprendedor,Científico,Artístico,Oficina,Realista,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,B
5821588,Mujer,---,SEGUNDO AÑO,14795,"INSTITUTO NACIONAL ""DE LA LAGUNA""",CHALATENANGO,LA LAGUNA,CED_OFI,Urbana,14,20,20,17,19,19,Científico,Artístico,Emprendedor,Oficina,Social,Realista,Científico-Artístico,Ciencia de Naturaleza y Matemáticas,Técnicos Tecnológicos,Artísticos,Ciencia de Salud,B
3565503,Mujer,---,SEGUNDO AÑO,14795,"INSTITUTO NACIONAL ""DE LA LAGUNA""",CHALATENANGO,LA LAGUNA,CED_OFI,Urbana,13,11,11,16,12,15,Social,Oficina,Realista,Emprendedor,Científico,Artístico,Social-Oficina,Servicios Sociales,"Soporte administrativo, trabajo de oficina",Cuerpos de Seguridad y servicios de protección,Humanidades y Ciencias Sociales,B
3565496,Mujer,---,SEGUNDO AÑO,14795,"INSTITUTO NACIONAL ""DE LA LAGUNA""",CHALATENANGO,LA LAGUNA,CED_OFI,Urbana,20,30,23,19,31,20,Emprendedor,Científico,Artístico,Realista,Oficina,Social,Emprendedor-Científico,Comercial,Técnicos Tecnológicos,Ciencia de Naturaleza y Matemáticas,---,B
3565495,Mujer,---,SEGUNDO AÑO,14795,"INSTITUTO NACIONAL ""DE LA LAGUNA""",CHALATENANGO,LA LAGUNA,CED_OFI,Urbana,13,9,8,10,15,17,Oficina,Emprendedor,Realista,Social,Científico,Artístico,Oficina-Emprendedor,"Soporte administrativo, trabajo de oficina",Comercial,Servicios Sociales,Educación y Cultura,B
3566312,Mujer,---,SEGUNDO AÑO,14795,"INSTITUTO NACIONAL ""DE LA LAGUNA""",CHALATENANGO,LA LAGUNA,CED_OFI,Urbana,9,16,13,20,16,19,Social,Oficina,Científico,Emprendedor,Artístico,Realista,Social-Oficina,Servicios Sociales,"Soporte administrativo, trabajo de oficina",Cuerpos de Seguridad y servicios de protección,Humanidades y Ciencias Sociales,B
3566135,Hombre,---,SEGUNDO AÑO,14795,"INSTITUTO NACIONAL ""DE LA LAGUNA""",CHALATENANGO,LA LAGUNA,CED_OFI,Urbana,10,26,27,29,32,28,Emprendedor,Social,Oficina,Artístico,Científico,Realista,Emprendedor-Social,Comercial,Humanidades y Ciencias Sociales,Servicios Sociales,Educación y Cultura,B
3566136,Hombre,---,SEGUNDO AÑO,14795,"INSTITUTO NACIONAL ""DE LA LAGUNA""",CHALATENANGO,LA LAGUNA,CED_OFI,Urbana,23,10,16,14,21,13,Realista,Emprendedor,Artístico,Social,Oficina,Científico,Realista-Emprendedor,Oficio ,"Agropecuarios, pesca y mineria",Comercial,Transporte,B
19814863,Hombre,---,SEGUNDO AÑO,11317,"CENTRO ESCOLAR  ""SAN SEBASTIÁN""",SAN SALVADOR,APOPA,CED_OFI,Urbana,23,26,28,37,30,28,Social,Emprendedor,Artístico,Oficina,Científico,Realista,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
3566132,Mujer,---,SEGUNDO AÑO,14795,"INSTITUTO NACIONAL ""DE LA LAGUNA""",CHALATENANGO,LA LAGUNA,CED_OFI,Urbana,10,16,6,15,16,16,Científico,Emprendedor,Oficina,Social,Realista,Artístico,Científico-Emprendedor,Técnicos Tecnológicos,Comercial,Humanidades y Ciencias Sociales,---,B
3566140,Hombre,---,SEGUNDO AÑO,14795,"INSTITUTO NACIONAL ""DE LA LAGUNA""",CHALATENANGO,LA LAGUNA,CED_OFI,Urbana,17,9,20,34,19,7,Social,Artístico,Emprendedor,Realista,Científico,Oficina,Social-Artístico,Servicios Sociales,Educación y Cultura,Artísticos,Humanidades y Ciencias Sociales,B
4660736,Hombre,---,SEGUNDO AÑO,14848,"INSTITUTO NACIONAL ""DE SAN JOSÉ LAS FLORES""",CHALATENANGO,LAS FLORES,CED_OFI,Urbana,17,19,13,16,29,25,Emprendedor,Oficina,Científico,Realista,Social,Artístico,Emprendedor-Oficina,Comercial,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Educación y Cultura,A
4660743,Hombre,---,SEGUNDO AÑO,11257,"CENTRO ESCOLAR  ""SAN ISIDRO""",LA LIBERTAD,SAN PABLO TACACHICO,CED_OFI,Rural,18,19,21,23,22,24,Oficina,Social,Emprendedor,Artístico,Científico,Realista,Oficina-Social,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
3267090,Hombre,---,SEGUNDO AÑO,14848,"INSTITUTO NACIONAL ""DE SAN JOSÉ LAS FLORES""",CHALATENANGO,LAS FLORES,CED_OFI,Urbana,9,18,23,12,8,14,Artístico,Científico,Oficina,Social,Realista,Emprendedor,Artístico-Científico,Artísticos,Técnicos Tecnológicos,Ciencia de Naturaleza y Matemáticas,Humanidades y Ciencias Sociales,A
4660731,Mujer,---,SEGUNDO AÑO,14848,"INSTITUTO NACIONAL ""DE SAN JOSÉ LAS FLORES""",CHALATENANGO,LAS FLORES,CED_OFI,Urbana,13,25,18,17,17,10,Científico,Artístico,Social,Emprendedor,Realista,Oficina,Científico-Artístico,Ciencia de Naturaleza y Matemáticas,Técnicos Tecnológicos,Artísticos,Ciencia de Salud,A
19902895,Mujer,---,SEGUNDO AÑO,86227,COMPLEJO EDUCATIVO LAS VUELTAS,CHALATENANGO,LAS VUELTAS,CED_OFI,Urbana,22,15,16,19,26,19,Emprendedor,Realista,Social,Oficina,Artístico,Científico,Emprendedor-Realista,Comercial,Transporte,"Agropecuarios, pesca y mineria",Oficio ,A
19788928,Hombre,---,SEGUNDO AÑO,86227,COMPLEJO EDUCATIVO LAS VUELTAS,CHALATENANGO,LAS VUELTAS,CED_OFI,Urbana,16,11,21,15,11,17,Artístico,Oficina,Realista,Social,Científico,Emprendedor,Artístico-Oficina,Artísticos,"Soporte administrativo, trabajo de oficina",Educación y Cultura,---,A
19909632,Hombre,---,SEGUNDO AÑO,86227,COMPLEJO EDUCATIVO LAS VUELTAS,CHALATENANGO,LAS VUELTAS,CED_OFI,Urbana,11,12,7,12,5,6,Científico,Social,Realista,Artístico,Oficina,Emprendedor,Científico-Social,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Humanidades y Ciencias Sociales,Educación y Cultura,A
19909633,Mujer,---,SEGUNDO AÑO,86227,COMPLEJO EDUCATIVO LAS VUELTAS,CHALATENANGO,LAS VUELTAS,CED_OFI,Urbana,18,21,14,27,24,22,Social,Emprendedor,Oficina,Científico,Realista,Artístico,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
19788929,Hombre,---,SEGUNDO AÑO,86227,COMPLEJO EDUCATIVO LAS VUELTAS,CHALATENANGO,LAS VUELTAS,CED_OFI,Urbana,15,15,13,17,13,15,Social,Realista,Científico,Oficina,Artístico,Emprendedor,Social-Realista,Servicios Sociales,Oficio ,Educación y Cultura,---,A
19909636,Mujer,---,SEGUNDO AÑO,86227,COMPLEJO EDUCATIVO LAS VUELTAS,CHALATENANGO,LAS VUELTAS,CED_OFI,Urbana,6,12,10,20,7,12,Social,Científico,Oficina,Artístico,Emprendedor,Realista,Social-Científico,Servicios Sociales,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Educación y Cultura,A
19902861,Mujer,---,SEGUNDO AÑO,86227,COMPLEJO EDUCATIVO LAS VUELTAS,CHALATENANGO,LAS VUELTAS,CED_OFI,Urbana,15,22,22,26,20,25,Social,Oficina,Científico,Artístico,Emprendedor,Realista,Social-Oficina,Servicios Sociales,"Soporte administrativo, trabajo de oficina",Cuerpos de Seguridad y servicios de protección,Humanidades y Ciencias Sociales,A
19902894,Mujer,---,SEGUNDO AÑO,86227,COMPLEJO EDUCATIVO LAS VUELTAS,CHALATENANGO,LAS VUELTAS,CED_OFI,Urbana,19,22,17,17,21,29,Oficina,Científico,Emprendedor,Realista,Artístico,Social,Oficina-Científico,"Soporte administrativo, trabajo de oficina",Ciencia de Naturaleza y Matemáticas,Técnicos Tecnológicos,Comercial,A
20094814,Hombre,---,SEGUNDO AÑO,86227,COMPLEJO EDUCATIVO LAS VUELTAS,CHALATENANGO,LAS VUELTAS,CED_OFI,Urbana,15,13,11,11,13,13,Realista,Científico,Emprendedor,Oficina,Artístico,Social,Realista-Científico,Oficio ,"Agropecuarios, pesca y mineria",Técnicos Tecnológicos,Ciencia de Naturaleza y Matemáticas,A
19902896,Mujer,---,SEGUNDO AÑO,10806,"INSTITUTO NACIONAL "" DOCTOR FRANCISCO MARTÍNEZ SUAREZ """,CHALATENANGO,CHALATENANGO,CED_OFI,Urbana,16,27,23,11,20,19,Científico,Artístico,Emprendedor,Oficina,Realista,Social,Científico-Artístico,Ciencia de Naturaleza y Matemáticas,Técnicos Tecnológicos,Artísticos,Ciencia de Salud,A
19902849,Mujer,---,SEGUNDO AÑO,86227,COMPLEJO EDUCATIVO LAS VUELTAS,CHALATENANGO,LAS VUELTAS,CED_OFI,Urbana,11,11,14,18,15,15,Social,Emprendedor,Oficina,Artístico,Realista,Científico,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
19815876,Mujer,---,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,18,14,15,18,21,22,Oficina,Emprendedor,Realista,Social,Artístico,Científico,Oficina-Emprendedor,"Soporte administrativo, trabajo de oficina",Comercial,Servicios Sociales,Educación y Cultura,A
19805170,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,15,8,28,14,21,17,Artístico,Emprendedor,Oficina,Realista,Social,Científico,Artístico-Emprendedor,Artísticos,Comercial,Servicios Sociales,Humanidades y Ciencias Sociales,A
20128587,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,5,10,19,7,12,17,Artístico,Oficina,Emprendedor,Científico,Social,Realista,Artístico-Oficina,Artísticos,"Soporte administrativo, trabajo de oficina",Educación y Cultura,---,A
19805171,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,21,13,12,23,25,28,Oficina,Emprendedor,Social,Realista,Científico,Artístico,Oficina-Emprendedor,"Soporte administrativo, trabajo de oficina",Comercial,Servicios Sociales,Educación y Cultura,A
19815879,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,18,16,17,25,29,30,Oficina,Emprendedor,Social,Realista,Artístico,Científico,Oficina-Emprendedor,"Soporte administrativo, trabajo de oficina",Comercial,Servicios Sociales,Educación y Cultura,A
19805172,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,8,8,12,14,17,13,Emprendedor,Social,Oficina,Artístico,Realista,Científico,Emprendedor-Social,Comercial,Humanidades y Ciencias Sociales,Servicios Sociales,Educación y Cultura,A
19805174,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,10,19,30,23,23,26,Artístico,Oficina,Social,Emprendedor,Científico,Realista,Artístico-Oficina,Artísticos,"Soporte administrativo, trabajo de oficina",Educación y Cultura,---,A
19887457,Mujer,---,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,20,17,27,24,15,17,Artístico,Social,Realista,Científico,Oficina,Emprendedor,Artístico-Social,Artísticos,Educación y Cultura,Humanidades y Ciencias Sociales,Servicios Sociales,A
19815880,Mujer,---,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,20,24,33,20,22,21,Artístico,Científico,Emprendedor,Oficina,Realista,Social,Artístico-Científico,Artísticos,Técnicos Tecnológicos,Ciencia de Naturaleza y Matemáticas,Humanidades y Ciencias Sociales,A
19805204,Mujer,---,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,17,28,14,24,25,26,Científico,Oficina,Emprendedor,Social,Realista,Artístico,Científico-Oficina,Ciencia de Naturaleza y Matemáticas,Técnicos Tecnológicos,"Soporte administrativo, trabajo de oficina",Humanidades y Ciencias Sociales,A
20119886,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,22,9,21,22,26,20,Emprendedor,Realista,Social,Artístico,Oficina,Científico,Emprendedor-Realista,Comercial,Transporte,"Agropecuarios, pesca y mineria",Oficio ,A
19805207,Hombre,---,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,10,18,8,3,12,15,Científico,Oficina,Emprendedor,Realista,Artístico,Social,Científico-Oficina,Ciencia de Naturaleza y Matemáticas,Técnicos Tecnológicos,"Soporte administrativo, trabajo de oficina",Humanidades y Ciencias Sociales,A
19906792,Mujer,---,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,9,9,18,15,21,15,Emprendedor,Artístico,Social,Oficina,Realista,Científico,Emprendedor-Artístico,Comercial,Artísticos,Educación y Cultura,Servicios Sociales,A
19805213,Mujer,---,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,7,8,9,15,6,11,Social,Oficina,Artístico,Científico,Realista,Emprendedor,Social-Oficina,Servicios Sociales,"Soporte administrativo, trabajo de oficina",Cuerpos de Seguridad y servicios de protección,Humanidades y Ciencias Sociales,A
19906793,Hombre,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,25,21,14,16,29,18,Emprendedor,Realista,Científico,Oficina,Social,Artístico,Emprendedor-Realista,Comercial,Transporte,"Agropecuarios, pesca y mineria",Oficio ,A
19906794,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,7,8,11,11,9,13,Oficina,Artístico,Social,Emprendedor,Científico,Realista,Oficina-Artístico,"Soporte administrativo, trabajo de oficina",Artísticos,Humanidades y Ciencias Sociales,---,A
19805338,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,24,24,28,20,22,22,Artístico,Realista,Científico,Emprendedor,Oficina,Social,Artístico-Realista,Artísticos,"Agropecuarios, pesca y mineria",Oficio ,Educación Fisica y Deporte,A
19805339,Mujer,---,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,20,9,13,11,15,11,Realista,Emprendedor,Artístico,Social,Oficina,Científico,Realista-Emprendedor,Oficio ,"Agropecuarios, pesca y mineria",Comercial,Transporte,A
19805321,Mujer,---,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,11,14,15,22,24,21,Emprendedor,Social,Oficina,Artístico,Científico,Realista,Emprendedor-Social,Comercial,Humanidades y Ciencias Sociales,Servicios Sociales,Educación y Cultura,A
19805297,Mujer,---,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,21,17,23,15,26,20,Emprendedor,Artístico,Realista,Oficina,Científico,Social,Emprendedor-Artístico,Comercial,Artísticos,Educación y Cultura,Servicios Sociales,A
19805290,Mujer,---,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,21,13,12,15,20,16,Realista,Emprendedor,Oficina,Social,Científico,Artístico,Realista-Emprendedor,Oficio ,"Agropecuarios, pesca y mineria",Comercial,Transporte,A
19805288,Mujer,---,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,13,26,19,19,19,29,Oficina,Científico,Artístico,Social,Emprendedor,Realista,Oficina-Científico,"Soporte administrativo, trabajo de oficina",Ciencia de Naturaleza y Matemáticas,Técnicos Tecnológicos,Comercial,A
19805283,Hombre,---,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,26,26,26,27,26,26,Social,Realista,Científico,Artístico,Emprendedor,Oficina,Social-Realista,Servicios Sociales,Oficio ,Educación y Cultura,---,A
19805282,Mujer,---,SEGUNDO AÑO,14757,"INSTITUTO NACIONAL ""DE NOMBRE DE JESÚS""",CHALATENANGO,NOMBRE DE JESUS,CED_OFI,Urbana,12,24,15,23,31,26,Emprendedor,Oficina,Científico,Social,Artístico,Realista,Emprendedor-Oficina,Comercial,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Educación y Cultura,A
19752060,Mujer,---,SEGUNDO AÑO,86223,COMPLEJO EDUCATIVO  NUEVA TRINIDAD,CHALATENANGO,NUEVA TRINIDAD,CED_OFI,Urbana,1,12,2,9,9,3,Científico,Social,Emprendedor,Oficina,Artístico,Realista,Científico-Social,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Humanidades y Ciencias Sociales,Educación y Cultura,A
6338838,Hombre,---,SEGUNDO AÑO,86223,COMPLEJO EDUCATIVO  NUEVA TRINIDAD,CHALATENANGO,NUEVA TRINIDAD,CED_OFI,Urbana,21,10,14,12,21,17,Realista,Emprendedor,Oficina,Artístico,Social,Científico,Realista-Emprendedor,Oficio ,"Agropecuarios, pesca y mineria",Comercial,Transporte,A
5005170,Mujer,---,SEGUNDO AÑO,86223,COMPLEJO EDUCATIVO  NUEVA TRINIDAD,CHALATENANGO,NUEVA TRINIDAD,CED_OFI,Urbana,9,14,14,18,16,17,Social,Oficina,Emprendedor,Científico,Artístico,Realista,Social-Oficina,Servicios Sociales,"Soporte administrativo, trabajo de oficina",Cuerpos de Seguridad y servicios de protección,Humanidades y Ciencias Sociales,A
19842326,Mujer,---,SEGUNDO AÑO,14848,"INSTITUTO NACIONAL ""DE SAN JOSÉ LAS FLORES""",CHALATENANGO,LAS FLORES,CED_OFI,Urbana,10,14,14,12,8,17,Oficina,Científico,Artístico,Social,Realista,Emprendedor,Oficina-Científico,"Soporte administrativo, trabajo de oficina",Ciencia de Naturaleza y Matemáticas,Técnicos Tecnológicos,Comercial,A
19752061,Mujer,---,SEGUNDO AÑO,86223,COMPLEJO EDUCATIVO  NUEVA TRINIDAD,CHALATENANGO,NUEVA TRINIDAD,CED_OFI,Urbana,3,5,13,23,12,18,Social,Oficina,Artístico,Emprendedor,Científico,Realista,Social-Oficina,Servicios Sociales,"Soporte administrativo, trabajo de oficina",Cuerpos de Seguridad y servicios de protección,Humanidades y Ciencias Sociales,A
7281016,Hombre,---,SEGUNDO AÑO,14848,"INSTITUTO NACIONAL ""DE SAN JOSÉ LAS FLORES""",CHALATENANGO,LAS FLORES,CED_OFI,Urbana,19,13,13,12,15,12,Realista,Emprendedor,Científico,Artístico,Social,Oficina,Realista-Emprendedor,Oficio ,"Agropecuarios, pesca y mineria",Comercial,Transporte,A
7196534,Mujer,---,SEGUNDO AÑO,14848,"INSTITUTO NACIONAL ""DE SAN JOSÉ LAS FLORES""",CHALATENANGO,LAS FLORES,CED_OFI,Urbana,14,21,21,32,25,22,Social,Emprendedor,Oficina,Científico,Artístico,Realista,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
7281137,Mujer,---,SEGUNDO AÑO,14848,"INSTITUTO NACIONAL ""DE SAN JOSÉ LAS FLORES""",CHALATENANGO,LAS FLORES,CED_OFI,Urbana,16,10,12,8,19,17,Emprendedor,Oficina,Realista,Artístico,Científico,Social,Emprendedor-Oficina,Comercial,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Educación y Cultura,A
7281136,Mujer,---,SEGUNDO AÑO,14848,"INSTITUTO NACIONAL ""DE SAN JOSÉ LAS FLORES""",CHALATENANGO,LAS FLORES,CED_OFI,Urbana,9,7,11,8,15,14,Emprendedor,Oficina,Artístico,Realista,Social,Científico,Emprendedor-Oficina,Comercial,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Educación y Cultura,A
19779337,Mujer,---,SEGUNDO AÑO,10928,"COMPLEJO EDUCATIVO  ""OJOS DE AGUA""",CHALATENANGO,OJOS DE AGUA,CED_OFI,Urbana,10,15,8,20,9,17,Social,Oficina,Científico,Realista,Emprendedor,Artístico,Social-Oficina,Servicios Sociales,"Soporte administrativo, trabajo de oficina",Cuerpos de Seguridad y servicios de protección,Humanidades y Ciencias Sociales,A
19779321,Hombre,---,SEGUNDO AÑO,10928,"COMPLEJO EDUCATIVO  ""OJOS DE AGUA""",CHALATENANGO,OJOS DE AGUA,CED_OFI,Urbana,16,13,20,6,7,9,Artístico,Realista,Científico,Oficina,Emprendedor,Social,Artístico-Realista,Artísticos,"Agropecuarios, pesca y mineria",Oficio ,Educación Fisica y Deporte,A
19779325,Mujer,---,SEGUNDO AÑO,10928,"COMPLEJO EDUCATIVO  ""OJOS DE AGUA""",CHALATENANGO,OJOS DE AGUA,CED_OFI,Urbana,21,12,22,16,19,24,Oficina,Artístico,Realista,Emprendedor,Social,Científico,Oficina-Artístico,"Soporte administrativo, trabajo de oficina",Artísticos,Humanidades y Ciencias Sociales,---,A
19779329,Hombre,---,SEGUNDO AÑO,10928,"COMPLEJO EDUCATIVO  ""OJOS DE AGUA""",CHALATENANGO,OJOS DE AGUA,CED_OFI,Urbana,27,18,18,20,26,23,Realista,Emprendedor,Oficina,Social,Científico,Artístico,Realista-Emprendedor,Oficio ,"Agropecuarios, pesca y mineria",Comercial,Transporte,A
19779331,Hombre,---,SEGUNDO AÑO,10928,"COMPLEJO EDUCATIVO  ""OJOS DE AGUA""",CHALATENANGO,OJOS DE AGUA,CED_OFI,Urbana,6,4,13,4,5,6,Artístico,Realista,Oficina,Emprendedor,Científico,Social,Artístico-Realista,Artísticos,"Agropecuarios, pesca y mineria",Oficio ,Educación Fisica y Deporte,A
19779332,Mujer,---,SEGUNDO AÑO,10928,"COMPLEJO EDUCATIVO  ""OJOS DE AGUA""",CHALATENANGO,OJOS DE AGUA,CED_OFI,Urbana,10,11,11,13,12,16,Oficina,Social,Emprendedor,Científico,Artístico,Realista,Oficina-Social,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
19779318,Mujer,---,SEGUNDO AÑO,10928,"COMPLEJO EDUCATIVO  ""OJOS DE AGUA""",CHALATENANGO,OJOS DE AGUA,CED_OFI,Urbana,8,14,28,25,27,22,Artístico,Emprendedor,Social,Oficina,Científico,Realista,Artístico-Emprendedor,Artísticos,Comercial,Servicios Sociales,Humanidades y Ciencias Sociales,A
19754191,Mujer,---,SEGUNDO AÑO,86227,COMPLEJO EDUCATIVO LAS VUELTAS,CHALATENANGO,LAS VUELTAS,CED_OFI,Urbana,6,11,11,10,6,13,Oficina,Científico,Artístico,Social,Realista,Emprendedor,Oficina-Científico,"Soporte administrativo, trabajo de oficina",Ciencia de Naturaleza y Matemáticas,Técnicos Tecnológicos,Comercial,A
19825682,Hombre,---,SEGUNDO AÑO,86227,COMPLEJO EDUCATIVO LAS VUELTAS,CHALATENANGO,LAS VUELTAS,CED_OFI,Urbana,17,11,9,13,6,13,Realista,Social,Oficina,Científico,Artístico,Emprendedor,Realista-Social,Oficio ,Servicios Sociales,Cuerpos de Seguridad y servicios de protección,---,A
19754185,Hombre,---,SEGUNDO AÑO,86227,COMPLEJO EDUCATIVO LAS VUELTAS,CHALATENANGO,LAS VUELTAS,CED_OFI,Urbana,11,9,25,28,19,24,Social,Artístico,Oficina,Emprendedor,Realista,Científico,Social-Artístico,Servicios Sociales,Educación y Cultura,Artísticos,Humanidades y Ciencias Sociales,A
19820839,Hombre,---,SEGUNDO AÑO,86227,COMPLEJO EDUCATIVO LAS VUELTAS,CHALATENANGO,LAS VUELTAS,CED_OFI,Urbana,13,15,11,16,13,15,Social,Científico,Oficina,Realista,Emprendedor,Artístico,Social-Científico,Servicios Sociales,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Educación y Cultura,A
